,a,a,a,a,k,k,k,k,b,u,n,ss,ss,ss,ss,ss,ss_0,ss_0,ss_0,ss_0,ss_0,ttss,ttss,ttss,ttss,ttss,dr,dr,dr,dr,dr,dr_diff,dr_diff,dr_diff,dr_diff,dr_diff
29,1.06666686442,0.442959850337,0.39842625947,0.359987861802,0.835838556714,0.555953545366,0.482889899831,0.487053107483,0.0969914326718,0.38915301616,1.61525679308,6.21256914861,0.950633295117,3.28914054131,0.663473444417,4.01224113759,1.6595780905,3.25606919952,0.818902316678,3.71154288462,0.0,41.0,32.0,19.0,57.0,27.0,0.658296797373,0.362753052493,0.392738837734,0.484024856747,0.603387026437,0.658296797373,0.362753052493,0.392738837734,0.484024856747,0.603387026437
30,1.07603059513,0.402145842843,0.59482510196,0.347668813515,0.887796143905,0.549813027275,0.404034198612,0.367621412046,0.0984039248163,0.358884053968,1.55731316128,7.67796019555,0.622344772554,4.42163326091,0.940266554136,3.6470502029,3.11199459321,1.95097365686,1.55613127119,3.53307872795,0.0,191.0,200.0,25.0,200.0,1.0,0.659532635413,0.123403689741,0.457200714356,0.413771057135,0.561941741568,0.659532635413,0.123403689741,0.457200714356,0.413771057135,0.561941741568
31,1.0772386599,0.295395276421,0.396915580582,0.520125837333,0.931759848849,0.486012442764,0.401862176126,0.55986127836,0.0975403827092,0.41078007641,1.57622741757,6.8271009289,0.770418714222,3.12663383147,0.833315614342,4.21138471063,2.26425468899,2.47098993887,0.614523195675,5.33241538414,0.0,161.0,37.0,7.0,63.0,1.0,0.65923583404,0.230594826109,0.400038762237,0.653125623971,0.624424916099,0.65923583404,0.230594826109,0.400038762237,0.653125623971,0.624424916099
32,1.07222595803,0.358908383538,0.394124328706,0.521018947871,0.774860513568,0.389661353396,0.478248780922,0.521516766805,0.0980493654607,0.249772635121,1.58297875866,3.92043498177,1.69674560696,1.98913774554,1.61442367972,2.54741715,1.8465167601,3.21539881652,0.520063629702,5.31384313832,0.0,169.0,185.0,1.0,56.0,1.0,0.316791627377,0.181458612327,0.167043706811,0.568133576578,0.406100068289,0.316791627377,0.181458612327,0.167043706811,0.568133576578,0.406100068289
33,1.06873697069,0.387317172036,0.649063641462,0.522120294558,0.690463417295,0.613191234274,0.428234471296,0.471925481092,0.0976826444783,0.375738098739,1.6121763564,8.9769196979,0.490230837008,4.56370648135,1.03969268693,3.84651849616,2.57447510663,2.61377915298,0.899548552871,5.34506715442,0.0,181.0,100.0,19.0,200.0,1.0,0.806345828638,0.327062146711,0.56397418388,0.634010930956,0.585067825104,0.806345828638,0.327062146711,0.56397418388,0.634010930956,0.585067825104
34,1.10451617743,0.500106784552,0.578984502555,0.513198616881,0.781235342042,0.654658762547,0.535788190416,0.317553414767,0.0976768317283,0.404033703644,1.58335412429,6.44649594403,0.977928580774,3.25191158013,1.3111700363,4.13643334346,1.55875237432,3.72018635528,0.704862011337,5.25404651032,0.0,35.0,31.0,18.0,52.0,32.0,0.689108413032,0.438108276414,0.406037396964,0.595813171318,0.616626030283,0.689108413032,0.438108276414,0.406037396964,0.595813171318,0.616626030283
35,1.08496734299,0.489512591447,0.468181479621,0.461172622138,0.915879230407,0.479693801679,0.552556884485,0.370965877226,0.0970663034851,0.346056430332,1.60328195747,4.0832157117,1.49087149839,2.71748921578,1.23484019465,3.56515513527,1.13508138051,4.11481634916,0.624655461268,4.75110935083,0.0,14.0,27.0,21.0,42.0,43.0,0.469547268186,0.418954702937,0.32073473127,0.546082111159,0.552078432624,0.469547268186,0.418954702937,0.32073473127,0.546082111159,0.552078432624
36,1.08976890548,0.540488351058,0.582556739342,0.399581440932,0.828414224206,0.603153154922,0.286407838921,0.444657475978,0.0971250565435,0.474129514345,1.56325864715,8.07103193827,0.617788223521,5.22905961471,0.652833171148,4.88163951938,2.65444069916,2.38653433921,1.6598011052,4.11409223482,0.0,183.0,38.0,29.0,79.0,1.0,0.733726062964,0.247665499122,0.552578003599,0.539234106001,0.68856570615,0.733726062964,0.247665499122,0.552578003599,0.539234106001,0.68856570615
37,1.08770816668,0.422541416946,0.446384087435,0.332068028709,0.906944573872,0.494871255179,0.481679176647,0.306982263907,0.0988337226599,0.40447559658,1.55668505016,5.53512970829,1.05672781518,3.21349556078,0.895280706194,4.09248569916,2.05251060268,2.74267228976,1.0811722233,3.35986563869,0.0,26.0,34.0,19.0,64.0,1.0,0.541905978226,0.226843267335,0.328853060128,0.391743789047,0.611987170482,0.541905978226,0.226843267335,0.328853060128,0.391743789047,0.611987170482
38,1.05484368183,0.453271782911,0.565673756952,0.640474983601,0.850856755689,0.631815054145,0.388998071779,0.355091091429,0.0977987121964,0.41948171734,1.58886878629,6.53423449487,0.844656470641,3.43431130248,1.42674181075,4.28923559339,1.50134277752,3.48466749742,0.664506525589,6.54891019746,0.0,28.0,29.0,19.0,48.0,34.0,0.701817586653,0.421605740832,0.442449159928,0.70945385141,0.63237990124,0.701817586653,0.421605740832,0.442449159928,0.70945385141,0.63237990124
39,1.06471196726,0.440434912296,0.518687985073,0.480865764112,0.859595142807,0.59758435613,0.391823435734,0.53706947155,0.0968689134063,0.350617542755,1.5237182789,6.73288402172,0.817615513236,3.79557085617,1.03141472835,3.61950527188,2.06211844136,2.8896679314,0.973292951213,4.96408751996,0.0,194.0,44.0,22.0,78.0,1.0,0.669388071161,0.316400737864,0.45059977577,0.594687813506,0.558649213523,0.669388071161,0.316400737864,0.45059977577,0.594687813506,0.558649213523
40,1.10480021047,0.518244583271,0.455552575347,0.477965199531,0.903085988664,0.339277976582,0.563732087495,0.341149030984,0.0967699637872,0.439237844211,1.6141458496,3.46181165848,1.78353510419,3.00393037607,1.00374195215,4.53898944487,0.944514158459,4.72850413022,0.558720667031,4.93918960827,0.0,7.0,21.0,23.0,31.0,62.0,0.400934544504,0.469080731417,0.388316111547,0.594994140387,0.65695917282,0.400934544504,0.469080731417,0.388316111547,0.594994140387,0.65695917282
41,1.09035536767,0.523097940052,0.605717400826,0.340352726247,0.850203301274,0.382506744316,0.481061556425,0.488120587977,0.0970355476084,0.33581669538,1.64504676721,6.64308120279,0.881957364571,4.83576408908,0.736466935661,3.46075952222,1.53325616041,3.38802314438,1.30291843462,3.507505596,0.0,148.0,36.0,40.0,62.0,23.0,0.708406030384,0.398992466272,0.548124664075,0.442642584914,0.539171422524,0.708406030384,0.398992466272,0.548124664075,0.442642584914,0.539171422524
42,1.09245078093,0.320056071555,0.616804791289,0.487519081294,0.865929379485,0.562491500482,0.38635690734,0.454295534353,0.100256862108,0.415026166566,1.61191785679,9.02210348279,0.412488532862,4.66742009334,0.886433242986,4.13962852857,2.98410840499,2.00221853127,1.03483561286,4.86270037826,0.0,142.0,59.0,17.0,200.0,1.0,0.780892754648,0.201323369505,0.560215723171,0.599475553663,0.616961371259,0.780892754648,0.201323369505,0.560215723171,0.599475553663,0.616961371259
43,1.08680841241,0.321395317067,0.479519434494,0.492942966683,0.852778846525,0.569293277029,0.494133997942,0.528476583955,0.0978185657654,0.421367480656,1.6095298072,8.20865627609,0.578614274342,3.70120430055,0.770027878675,4.30764321025,2.26540570447,2.57337768247,0.638857956446,5.03935999087,0.0,177.0,39.0,12.0,70.0,1.0,0.774024040805,0.299891392937,0.486054306816,0.630359939973,0.634239724747,0.774024040805,0.299891392937,0.486054306816,0.630359939973,0.634239724747
44,1.08394704007,0.44035715725,0.673314641949,0.486532206516,0.850380442481,0.514843506083,0.528837200514,0.491444865684,0.0976024924513,0.382309402311,1.63097594529,8.14852716118,0.593277372684,4.78035247054,0.897223872881,3.91700450172,1.62207956206,3.26112600906,0.834773989586,4.98483383259,0.0,149.0,35.0,25.0,61.0,26.0,0.81467685541,0.42616118572,0.596110686295,0.611469448666,0.592954070672,0.81467685541,0.42616118572,0.596110686295,0.611469448666,0.592954070672
45,1.07694609148,0.541947228183,0.57148296404,0.51963226957,1.13942395132,0.468913049362,0.404827308647,0.475665367785,0.097495624079,0.402597297459,1.63717847133,5.65881671786,0.896048989663,4.34930474583,0.911295110099,4.12938838294,0.859753877092,4.17989633074,0.806663841176,5.32980094726,0.0,16.0,24.0,33.0,39.0,44.0,0.681156436788,0.51638295951,0.549327132849,0.645275433064,0.61588573166,0.681156436788,0.51638295951,0.549327132849,0.645275433064,0.61588573166
46,1.07607221095,0.379673177561,0.41948213894,0.593773540629,0.908637509166,0.43705025429,0.378792423386,0.497889180793,0.096616195626,0.433730156714,1.55045550991,5.42998917744,1.09850944369,3.14078087645,1.00609004681,4.48920756922,1.64770065677,3.29050449067,0.59274647804,6.14569365707,0.0,16.0,29.0,15.0,41.0,36.0,0.57775465464,0.340839568485,0.406205286669,0.710929625509,0.652169686508,0.57775465464,0.340839568485,0.406205286669,0.710929625509,0.652169686508
47,1.10720086718,0.452528227954,0.543957353462,0.52758360294,0.919781947268,0.49913243374,0.444359928062,0.421875244892,0.0966674782446,0.345177837724,1.62270723817,5.94835277996,1.00384369115,3.41561625506,1.26108635353,3.57077523891,1.34574151891,3.64782778555,0.705388177461,5.45771558875,0.0,195.0,32.0,23.0,51.0,33.0,0.663004295704,0.422258838205,0.4330058402,0.622900601756,0.552762514552,0.663004295704,0.422258838205,0.4330058402,0.622900601756,0.552762514552
48,1.09601355911,0.430013280001,0.595346215171,0.624277490118,0.856152067491,0.472722256412,0.500807011966,0.3493526456,0.0982199833284,0.421929349736,1.59447906377,5.76700041706,1.05676013659,3.2808336183,1.39087861373,4.29575871873,1.43319687483,3.66316920257,0.574156247777,6.35591117981,0.0,19.0,28.0,17.0,43.0,39.0,0.636869220214,0.416042577592,0.432436491991,0.695922101416,0.633039880218,0.636869220214,0.416042577592,0.432436491991,0.695922101416,0.633039880218
49,1.08178332011,0.417601332122,0.393704202611,0.415168118155,0.791711407788,0.44613276687,0.547027992915,0.265156424725,0.0969404996103,0.409568646081,1.60526566245,4.33762254392,1.53349466349,2.39199056332,1.16382489197,4.22494878536,1.56228699816,3.58347672955,0.610676607178,4.28271073312,0.0,12.0,27.0,11.0,45.0,40.0,0.443315498041,0.311750061715,0.250740470503,0.493999478808,0.62582144882,0.443315498041,0.311750061715,0.250740470503,0.493999478808,0.62582144882
50,1.07935393109,0.52715142963,0.525914192488,0.38947911042,1.07563374018,0.539966425062,0.443391485984,0.304389018271,0.0980018820417,0.297545875203,1.5913421837,4.16592752247,1.30536114288,3.0113995999,1.42842131989,3.03612409277,1.31837275124,3.34675193254,1.07656175264,3.97420031438,0.0,24.0,33.0,31.0,54.0,28.0,0.454472086259,0.309926150991,0.28664457401,0.405820698753,0.482319518113,0.454472086259,0.309926150991,0.28664457401,0.405820698753,0.482319518113
51,1.10250379384,0.478365275098,0.47764417574,0.634046415008,0.700778966995,0.373962189099,0.557154520282,0.349115890549,0.0965414346932,0.357577844176,1.58906673308,3.28087148237,2.21559725419,2.12237273746,1.72994534857,3.70387953434,1.30244846058,4.54413645235,0.40926270465,6.56760920348,0.0,10.0,26.0,9.0,34.0,48.0,0.296319157023,0.367083553157,0.233785258535,0.68463568812,0.568656853165,0.296319157023,0.367083553157,0.233785258535,0.68463568812,0.568656853165
52,1.08882167611,0.382726732667,0.495516093494,0.505562030698,1.14388620206,0.545565365994,0.349241040714,0.542686095094,0.100247168685,0.406160823255,1.58469116343,6.77745486588,0.667323372542,3.90307558199,0.842983271275,4.05159396102,1.7320288246,2.62237346847,0.892841739581,5.04315520655,0.0,172.0,33.0,22.0,55.0,24.0,0.702897844421,0.291157890174,0.478600233973,0.623267068734,0.607625915138,0.702897844421,0.291157890174,0.478600233973,0.623267068734,0.607625915138
53,1.0893474753,0.402427305147,0.501552636897,0.555489034377,0.887728549034,0.535650406593,0.442255773425,0.456441887231,0.0975118831849,0.44100302032,1.58888523369,6.92595510054,0.792092738306,3.66060394531,0.946262528679,4.52255669684,1.63941591023,3.26364741263,0.641429391735,5.69662913107,0.0,30.0,30.0,17.0,49.0,33.0,0.723171456078,0.392970222118,0.479888222484,0.676727126941,0.655384020081,0.723171456078,0.392970222118,0.479888222484,0.676727126941,0.655384020081
54,1.10290326986,0.404157228974,0.50422410737,0.411600118028,0.818371222137,0.688722421225,0.330082749144,0.500019293406,0.0969971765814,0.38359790317,1.63592387478,9.08352404437,0.486472202326,4.32710972959,0.739206930438,3.95473267047,2.81483389699,2.23015326623,1.15218709179,4.24342370092,0.0,171.0,63.0,21.0,200.0,1.0,0.797176803798,0.241467051209,0.501733147458,0.544590963738,0.597117131661,0.797176803798,0.241467051209,0.501733147458,0.544590963738,0.597117131661
55,1.09015843887,0.46559889775,0.565049090722,0.531302039675,0.806700759358,0.550464722271,0.377586487433,0.483063192129,0.0993049155409,0.439439999854,1.61189712723,7.72908088078,0.667357340836,4.41315928096,0.84776177477,4.42515858818,1.69590754482,3.27995566769,0.857275857223,5.35020886711,0.0,156.0,31.0,22.0,54.0,28.0,0.780545802984,0.417072644384,0.550947514599,0.653448618185,0.645928839494,0.780545802984,0.417072644384,0.550947514599,0.653448618185,0.645928839494
56,1.07339822935,0.437596871437,0.588815967579,0.564344516316,1.06502101357,0.54656342796,0.373537663602,0.471629788311,0.0957737616018,0.441675030215,1.58301016854,7.33958152093,0.641195561581,4.6025028464,0.934921095332,4.6116496087,1.45097959941,3.20290734048,0.855019032508,5.89247521323,0.0,32.0,29.0,26.0,49.0,35.0,0.770012196342,0.408530265191,0.573739765723,0.69526746377,0.663856302354,0.770012196342,0.408530265191,0.573739765723,0.69526746377,0.663856302354
57,1.05068055199,0.345321549735,0.417233829764,0.450056768871,0.872087752395,0.465745751519,0.611171022144,0.525455386675,0.0999872929759,0.390459047541,1.61241625273,5.86225822119,0.942381904982,2.94987082938,0.786092357629,3.90508669572,1.74476942272,2.9619220941,0.527424060037,4.50113964961,0.0,37.0,32.0,11.0,52.0,26.0,0.614632426356,0.30525250011,0.384254242675,0.569964346634,0.591630679968,0.614632426356,0.30525250011,0.384254242675,0.569964346634,0.591630679968
58,1.07676722518,0.386809200919,0.530882691541,0.444014716582,0.955017610531,0.385954589,0.571486368669,0.478774622639,0.0981994903853,0.394488264299,1.55908161274,5.63787729541,0.993190989491,3.6987153076,0.872039799977,4.01721294837,1.64555676441,3.13220259489,0.771544025664,4.52155825697,0.0,24.0,31.0,21.0,51.0,30.0,0.601225402169,0.330213140883,0.466448135698,0.562235564383,0.60392485385,0.601225402169,0.330213140883,0.466448135698,0.562235564383,0.60392485385
59,1.08144152719,0.400609269239,0.507110209437,0.369191594036,0.871979921768,0.575738545316,0.482166729791,0.44156541665,0.0974582858673,0.448832188889,1.6133063962,8.09773256657,0.588110329038,4.27054120902,0.612131746449,4.60537741757,2.2001841912,2.58801695534,1.01347828516,3.78820118526,0.0,184.0,36.0,20.0,69.0,17.0,0.770671511926,0.30100971935,0.512826148869,0.501889988894,0.663265227074,0.770671511926,0.30100971935,0.512826148869,0.501889988894,0.663265227074
